0.000000 -19.282369
0.010000 -19.282379
0.020000 -19.282438
0.030000 -19.282549
0.040000 -19.282700
0.050000 -19.282926
0.060000 -19.283132
0.070000 -19.283335
0.080000 -19.283470
0.090000 -19.283517
0.100000 -19.283429
0.110000 -19.283237
0.120000 -19.282962
0.130000 -19.282711
0.140000 -19.282567
0.150000 -19.282559
0.160000 -19.282745
0.170000 -19.283083
0.180000 -19.283483
0.190000 -19.283864
0.200000 -19.284107
0.210000 -19.284122
0.220000 -19.283908
0.230000 -19.283481
0.240000 -19.282977
0.250000 -19.282558
0.260000 -19.282331
0.270000 -19.282449
0.280000 -19.282939
0.290000 -19.283655
0.300000 -19.284443
0.310000 -19.285092
0.320000 -19.285418
0.330000 -19.285297
0.340000 -19.284754
0.350000 -19.283898
0.360000 -19.283015
0.370000 -19.282360
0.380000 -19.282205
0.390000 -19.282679
0.400000 -19.283762
0.410000 -19.285235
0.420000 -19.286780
0.430000 -19.287938
0.440000 -19.288392
0.450000 -19.287958
0.460000 -19.286704
0.470000 -19.284940
0.480000 -19.283224
0.490000 -19.282127
0.500000 -19.282276
0.510000 -19.283994
0.520000 -19.287319
0.530000 -19.291830
0.540000 -19.296729
0.550000 -19.301071
0.560000 -19.303765
0.570000 -19.303970
0.580000 -19.301150
0.590000 -19.295424
0.600000 -19.287438
0.610000 -19.278131
0.620000 -19.268916
0.630000 -19.260950
0.640000 -19.255381
0.650000 -19.252983
0.660000 -19.253885
0.670000 -19.257596
0.690000 -19.269422
0.700000 -19.275186
0.710000 -19.279507
0.720000 -19.281843
0.730000 -19.282163
0.740000 -19.280843
0.750000 -19.278588
0.760000 -19.276160
0.770000 -19.274306
0.780000 -19.273518
0.790000 -19.273963
0.800000 -19.275483
0.810000 -19.277601
0.820000 -19.279728
0.830000 -19.281347
0.840000 -19.282126
0.850000 -19.281962
0.860000 -19.280990
0.870000 -19.279568
0.880000 -19.278133
0.890000 -19.277108
0.900000 -19.276790
0.910000 -19.277237
0.920000 -19.278289
0.930000 -19.279672
0.940000 -19.280980
0.950000 -19.281849
0.960000 -19.282145
0.970000 -19.281808
0.980000 -19.280961
0.990000 -19.279932
1.000000 -19.278933
