2.130          59.882                 253                 252                 252                 500.000   
2.140          59.657                 253                 252                 252                 500.000   
2.150          59.433                 253                 258                 258                 500.000   
2.160          59.211                 253                 258                 258                 500.000   
2.170          58.990                 253                 258                 258                 500.000   
2.180          58.771                 253                 270                 270                 500.000   
2.190          58.553                 253                 270                 270                 500.000   
2.200          58.337                 265                 270                 270                 500.000   
2.210          58.122                 265                 270                 270                 500.000   
2.220          57.908                 265                 276                 276                 500.000   
2.230          57.696                 271                 276                 276                 500.000   
2.240          57.485                 271                 276                 276                 500.000   
2.250          57.275                 283                 276                 276                 500.000   
2.260          57.067                 283                 282                 282                 500.000   
2.270          56.860                 283                 282                 282                 500.000   
2.280          56.655                 283                 282                 282                 500.000   
2.290          56.451                 283                 282                 282                 500.000   
2.300          56.248                 295                 282                 282                 500.000   
2.310          56.046                 295                 282                 282                 500.000   
2.320          55.846                 295                 282                 282                 500.000   
2.330          55.647                 295                 288                 288                 500.000   
2.340          55.449                 301                 288                 288                 500.000   
2.350          55.253                 301                 294                 294                 500.000   
2.360          55.058                 301                 306                 306                 500.000   
2.370          54.864                 301                 306                 306                 500.000   
2.380          54.671                 301                 306                 306                 500.000   
2.390          54.479                 313                 306                 306                 500.000   
2.400          54.289                 313                 306                 306                 500.000   
2.410          54.100                 313                 309                 309                 500.000   
2.420          53.912                 313                 309                 309                 500.000   
2.430          53.725                 313                 321                 321                 500.000   
2.440          53.540                 313                 321                 321                 500.000   
2.450          53.355                 313                 321                 321                 500.000   
2.460          53.172                 313                 321                 321                 500.000   
2.470          52.990                 313                 321                 321                 500.000   
2.480          52.809                 313                 327                 327                 500.000   
2.490          52.629                 313                 327                 327                 500.000   
2.500          52.450                 313                 333                 333                 500.000   
2.510          52.273                 337                 333                 333                 500.000   
2.520          52.096                 337                 333                 333                 500.000   
2.530          51.921                 337                 339                 339                 500.000   
2.540          51.746                 349                 339                 339                 500.000   
2.550          51.573                 349                 339                 339                 500.000   
2.560          51.401                 349                 345                 345                 500.000   
2.570          51.230                 349                 345                 345                 500.000   
2.580          51.060                 349                 345                 345                 500.000   
2.590          50.890                 349                 348                 348                 500.000   
2.600          50.722                 361                 348                 348                 500.000   
2.610          50.555                 361                 354                 354                 500.000   
2.620          50.389                 361                 354                 354                 500.000   
2.630          50.224                 361                 354                 354                 500.000   
2.640          50.060                 361                 354                 354                 500.000   
2.650          49.897                 367                 366                 366                 500.000   
2.660          49.735                 367                 366                 366                 500.000   
2.670          49.574                 367                 372                 372                 500.000   
2.680          49.413                 367                 378                 378                 500.000   
2.690          49.254                 379                 378                 378                 500.000   
2.700          49.096                 379                 378                 378                 500.000   
2.710          48.938                 379                 384                 384                 500.000   
2.720          48.782                 379                 384                 384                 500.000   
2.730          48.627                 379                 390                 390                 500.000   
2.740          48.472                 379                 390                 390                 500.000   
2.750          48.318                 379                 390                 390                 500.000   
2.760          48.165                 379                 390                 390                 500.000   
2.770          48.014                 385                 396                 396                 500.000   
2.780          47.863                 397                 396                 396                 500.000   
2.790          47.712                 397                 396                 396                 500.000   
2.800          47.563                 397                 402                 402                 500.000   
2.810          47.415                 409                 402                 402                 500.000   
2.820          47.267                 409                 402                 402                 500.000   
2.830          47.121                 421                 408                 408                 500.000   
2.840          46.975                 421                 408                 408                 500.000   
2.850          46.830                 421                 408                 408                 500.000   
2.860          46.686                 421                 420                 420                 500.000   
2.870          46.542                 421                 420                 420                 500.000   
2.880          46.400                 421                 420                 420                 500.000   
2.890          46.258                 421                 426                 426                 500.000   
2.900          46.117                 433                 426                 426                 500.000   
2.910          45.977                 433                 426                 426                 500.000   
2.920          45.838                 433                 426                 426                 500.000   
2.930          45.699                 433                 426                 426                 500.000   
2.940          45.562                 433                 435                 435                 500.000   
2.950          45.425                 439                 435                 435                 500.000   
2.960          45.289                 439                 447                 447                 500.000   
2.970          45.153                 439                 453                 453                 500.000   
2.980          45.018                 439                 453                 453                 500.000   
2.990          44.885                 451                 453                 453                 500.000   
3.000          44.751                 451                 459                 459                 500.000   
3.010          44.619                 451                 459                 459                 500.000   
3.020          44.487                 451                 459                 459                 500.000   
3.030          44.356                 463                 465                 465                 500.000   
3.040          44.226                 463                 465                 465                 500.000   
3.050          44.096                 463                 465                 465                 500.000   
3.060          43.968                 475                 465                 465                 500.000   
3.070          43.840                 475                 471                 471                 500.000   
3.080          43.712                 475                 471                 471                 500.000   
3.090          43.585                 475                 471                 471                 500.000   
3.100          43.459                 475                 477                 477                 500.000   
3.110          43.334                 499                 477                 477                 500.000   
3.120          43.209                 499                 480                 480                 500.000   
3.130          43.085                 499                 492                 492                 500.000   
3.140          42.962                 499                 492                 492                 500.000   
3.150          42.840                 499                 492                 492                 500.000   
3.160          42.718                 499                 498                 498                 500.000   
