0.01        -2454762.16906842  -2454762.16906842  -2454762.17322082 IE: -7.3940401247  FE:  -7.3940401372
0.02        -2454762.23263155  -2454762.23263155  -2454762.29865036 IE: -7.3940403161  FE:  -7.3940405150
0.03        -2454762.29913201  -2454762.29913201  -2454762.40964408 IE: -7.3940405164  FE:  -7.3940408493
0.04        -2454762.39112351  -2454762.39112351  -2454762.40664689 IE: -7.3940407935  FE:  -7.3940408403
0.05         -2454762.5342342   -2454762.5342342   -2454762.6741516 IE: -7.3940412246  FE:  -7.3940416460
0.06         -2454762.7825961   -2454762.7825961    -2454763.177372 IE: -7.3940419727  FE:  -7.3940431618
0.07        -2454763.12237692  -2454763.12237692  -2454763.34873472 IE: -7.3940429961  FE:  -7.3940436780
0.08        -2454763.33716979  -2454763.33716979  -2454763.33889192 IE: -7.3940436431  FE:  -7.3940436483
0.09        -2454763.80844842  -2454763.80844842  -2454763.86303364 IE: -7.3940450627  FE:  -7.3940452271
0.10        -2454764.22817584  -2454764.22817584  -2454764.42369521 IE: -7.3940463269  FE:  -7.3940469159
0.11         -2454764.6471088   -2454764.6471088  -2454764.68964086 IE: -7.3940475888  FE:  -7.3940477169
0.12        -2454765.09958288  -2454765.09958288  -2454765.16488984 IE: -7.3940489517  FE:  -7.3940491484
0.13        -2454765.72362325  -2454765.72362325  -2454765.75087604 IE: -7.3940508314  FE:  -7.3940509135
0.14        -2454766.29612393  -2454766.29612393  -2454766.31436935 IE: -7.3940525559  FE:  -7.3940526108
0.15        -2454766.92700035  -2454766.92700035  -2454766.93851169 IE: -7.3940544561  FE:  -7.3940544908
0.16        -2454767.69972202  -2454767.69972202  -2454767.91793618 IE: -7.3940567837  FE:  -7.3940574410
0.17        -2454768.38826568  -2454768.38826568   -2454768.4427372 IE: -7.3940588576  FE:  -7.3940590217
0.18        -2454769.13408882  -2454769.13408882  -2454769.20574987 IE: -7.3940611041  FE:  -7.3940613200
0.19        -2454770.01135456  -2454770.01135456   -2454770.1489958 IE: -7.3940637466  FE:  -7.3940641612
0.20        -2454770.84212906  -2454770.84212906  -2454771.12615932 IE: -7.3940662490  FE:  -7.3940671045
0.21        -2454771.71193509  -2454771.71193509  -2454771.76855562 IE: -7.3940688689  FE:  -7.3940690395
0.22        -2454772.71250499  -2454772.71250499  -2454772.74687096 IE: -7.3940718828  FE:  -7.3940719863
0.23        -2454773.69885333  -2454773.69885333  -2454773.73772901 IE: -7.3940748538  FE:  -7.3940749709
