0.59       -74133677.8775174         -74133677.8775174         -74133678.0299997         IE: -7.3995712870869665       FE: -7.3995713023068195      
0.60       -74133674.2767143         -74133674.2767143         -74133674.8096452         IE: -7.399570927676776        FE: -7.3995709808706875      
0.61       -74133653.9232741         -74133653.9232741         -74133653.9683013         IE: -7.399568896120593        FE: -7.399568900614933       
0.62       -74133622.0295241         -74133622.0295241         -74133622.0762254         IE: -7.399565712681117        FE: -7.399565717342555       
0.63       -74133588.8578843         -74133588.8578843         -74133589.0982677         IE: -7.399562401690479        FE: -7.399562425684082       
0.64       -74133563.5043494         -74133563.5043494         -74133564.6840125         IE: -7.399559871055357        FE: -7.399559988802129       
0.65       -74133550.892798          -74133550.892798          -74133551.2927365         IE: -7.399558612247265        FE: -7.399558652166685       
0.66       -74133552.6624595         -74133552.6624595         -74133553.6581739         IE: -7.399558788884075        FE: -7.39955888827021        
0.67       -74133568.9827868         -74133568.9827868         -74133569.8285839         IE: -7.399560417879544        FE: -7.399560502301848       
0.68       -74133595.4116833         -74133595.4116833         -74133596.5995635         IE: -7.399563055850697        FE: -7.399563174417648       
0.69       -74133623.5273828         -74133623.5273828         -74133624.42861           IE: -7.399565862188231        FE: -7.399565952143229       
0.70       -74133646.3350639         -74133646.3350639         -74133647.3098704         IE: -7.399568138711762        FE: -7.399568236010998       
0.71       -74133659.8425468         -74133659.8425468         -74133660.2354486         IE: -7.39956948694627         FE: -7.3995695261633285      
0.72       -74133660.8260652         -74133660.8260652         -74133662.1517439         IE: -7.3995695851150725       FE: -7.399569717436231       
0.73       -74133647.9437107         -74133647.9437107         -74133649.5585693         IE: -7.3995682992770675       FE: -7.3995684604623975      
0.74       -74133625.4753033         -74133625.4753033         -74133626.9339291         IE: -7.399566056617767        FE: -7.3995662022088915      
0.75       -74133599.5365283         -74133599.5365283         -74133599.577179          IE: -7.399563467567551        FE: -7.399563471625055       
0.76       -74133577.1762155         -74133577.1762155         -74133578.2798234         IE: -7.3995612356975915       FE: -7.399561345852996       
0.77       -74133564.250252          -74133564.250252          -74133565.2629914         IE: -7.399559945506802        FE: -7.399560046592269       
0.78       -74133564.1005426         -74133564.1005426         -74133564.1738787         IE: -7.399559930563725        FE: -7.399559937883685       
0.79       -74133575.6728532         -74133575.6728532         -74133575.9810338         IE: -7.3995610856411425       FE: -7.399561116401849       
0.81       -74133617.5170176         -74133617.5170176         -74133617.8309433         IE: -7.399565262270257        FE: -7.399565293604405       
0.82       -74133636.9681801         -74133636.9681801         -74133638.349829          IE: -7.399567203766588        FE: -7.399567341674349       
0.83       -74133648.4393407         -74133648.4393407         -74133649.2021179         IE: -7.399568348747829        FE: -7.399568424883595       
0.84       -74133650.2845856         -74133650.2845856         -74133650.8231125         IE: -7.399568532928914        FE: -7.399568586681383       
0.85       -74133642.358519          -74133642.358519          -74133642.7438695         IE: -7.399567741797319        FE: -7.399567780260654       
0.86       -74133626.2816865         -74133626.2816865         -74133626.9193141         IE: -7.3995661371060155       FE: -7.399566200750112       
0.87       -74133605.9176935         -74133605.9176935         -74133606.3324353         IE: -7.399564104496516        FE: -7.399564145893511       
0.88       -74133587.6742309         -74133587.6742309         -74133588.0869798         IE: -7.39956228354542         FE: -7.3995623247434965      
0.89       -74133575.63285           -74133575.63285           -74133575.9341633         IE: -7.399561081648267        FE: -7.399561111723521       
0.90       -74133572.3677142         -74133572.3677142         -74133572.675121          IE: -7.399560755742338        FE: -7.399560786425808       
0.91       -74133579.5278914         -74133579.5278914         -74133579.6436308         IE: -7.399561470427527        FE: -7.399561481979928       
0.92       -74133594.7943667         -74133594.7943667         -74133596.1994332         IE: -7.399562994233921        FE: -7.399563134479083       
0.93       -74133613.7675587         -74133613.7675587         -74133613.8091896         IE: -7.3995648880221525       FE: -7.399564892177495       
0.94       -74133630.2852374         -74133630.2852374         -74133630.7647982         IE: -7.3995665367160335       FE: -7.399566584582865       
0.95       -74133641.3398191         -74133641.3398191         -74133641.804819          IE: -7.399567640116913        FE: -7.399567686530364       
0.96       -74133644.6260713         -74133644.6260713         -74133645.5320376         IE: -7.399567968130551        FE: -7.399568058558578       
0.97       -74133639.3143835         -74133639.3143835         -74133639.439479          IE: -7.399567437950292        FE: -7.39956745043656        
0.98       -74133626.3570362         -74133626.3570362         -74133627.0495159         IE: -7.399566144626963        FE: -7.399566213746061       
0.99       -74133610.2299513         -74133610.2299513         -74133610.3432148         IE: -7.399564534919773        FE: -7.399564546225043       
1.00       -74133594.8257196         -74133594.8257196         -74133594.9916564         IE: -7.399562997363375        FE: -7.399563013926174       
1.01       -74133583.8771283         -74133583.8771283         -74133584.0394718         IE: -7.399561904541812        FE: -7.39956192074595        
1.02       -74133580.0846577         -74133580.0846577         -74133580.2869205         IE: -7.399561526000542        FE: -7.39956154618918        
1.03       -74133584.415362          -74133584.415362          -74133584.6726381         IE: -7.399561958265015        FE: -7.3995619839447455      
1.04       -74133595.2849801         -74133595.2849801         -74133595.4956088         IE: -7.3995630432039565       FE: -7.399563064227628       
1.05       -74133610.1224146         -74133610.1224146         -74133610.4553649         IE: -7.399564524186116        FE: -7.399564557419182       
1.06       -74133624.8589353         -74133624.8589353         -74133625.4402887         IE: -7.399565995095673        FE: -7.399566053122822       
1.07       -74133635.7245846         -74133635.7245846         -74133635.8002137         IE: -7.399567079638474        FE: -7.399567087187309       
1.08       -74133639.9996961         -74133639.9996961         -74133640.9837537         IE: -7.399567506354013        FE: -7.399567604576636       
1.09       -74133636.8905335         -74133636.8905335         -74133638.0472425         IE: -7.3995671960163785       FE: -7.399567311472011       
1.10       -74133627.3657238         -74133627.3657238         -74133627.4905329         IE: -7.399566245308003        FE: -7.399566257765686       
1.11       -74133613.5626088         -74133613.5626088         -74133614.1584673         IE: -7.399564867565304        FE: -7.399564927040263       
1.12       -74133599.5160362         -74133599.5160362         -74133600.2094811         IE: -7.399563465522154        FE: -7.3995635347375925      
1.13       -74133589.5356998         -74133589.5356998         -74133590.5110212         IE: -7.399562469345884        FE: -7.399562566696514       
1.14       -74133585.51891           -74133585.51891           -74133586.0864587         IE: -7.399562068414442        FE: -7.399562125063689       
1.15       -74133588.2562679         -74133588.2562679         -74133588.4382472         IE: -7.399562341640801        FE: -7.3995623598048645      
1.16       -74133597.0301488         -74133597.0301488         -74133597.7481321         IE: -7.399563217396046        FE: -7.3995632890607554      
1.17       -74133609.4686638         -74133609.4686638         -74133609.6683996         IE: -7.3995644589327          FE: -7.399564478869109       
1.18       -74133621.7419236         -74133621.7419236         -74133621.8765066         IE: -7.39956568397459         FE: -7.3995656974078425      
1.19       -74133631.2418779         -74133631.2418779         -74133632.6522996         IE: -7.399566632202049        FE: -7.399566772981736       
1.20       -74133636.2742624         -74133636.2742624         -74133636.9869318         IE: -7.3995671345039575       FE: -7.3995672056382675      
1.21       -74133635.4582831         -74133635.4582831         -74133636.9322654         IE: -7.399567053057884        FE: -7.399567200181801       
1.22       -74133628.3195424         -74133628.3195424         -74133628.8244589         IE: -7.399566340512354        FE: -7.399566390910038       
1.23       -74133616.9829002         -74133616.9829002         -74133617.2414766         IE: -7.3995652089579185       FE: -7.399565234767436       
1.24       -74133604.7882441         -74133604.7882441         -74133605.3232342         IE: -7.39956399176177         FE: -7.399564045161217       
1.25       -74133594.9468581         -74133594.9468581         -74133595.0807475         IE: -7.399563009454681        FE: -7.399563022818705       
1.26       -74133589.9957051         -74133589.9957051         -74133591.0183609         IE: -7.399562515260806        FE: -7.399562617336067       
1.27       -74133591.062861          -74133591.062861          -74133592.786971          IE: -7.399562621777795        FE: -7.399562793867934       
1.28       -74133598.0901535         -74133598.0901535         -74133598.2118262         IE: -7.399563323199245        FE: -7.3995633353438715      
1.29       -74133608.8628977         -74133608.8628977         -74133609.7828603         IE: -7.399564398468824        FE: -7.399564490293876       
1.30       -74133619.8229629         -74133619.8229629         -74133620.6720648         IE: -7.399565492435643        FE: -7.399565577187813       
1.31       -74133628.8667412         -74133628.8667412         -74133630.1448281         IE: -7.399566395130399        FE: -7.3995665227012335      
1.32       -74133633.6222041         -74133633.6222041         -74133634.7340701         IE: -7.399566869791683        FE: -7.399566980771363       
1.33       -74133633.3718243         -74133633.3718243         -74133634.9669071         IE: -7.399566844800299        FE: -7.39956700401173        
1.34       -74133628.1395461         -74133628.1395461         -74133629.801052          IE: -7.399566322546222        FE: -7.399566488387602       
1.35       -74133619.3881565         -74133619.3881565         -74133621.3860512         IE: -7.399565449035923        FE: -7.399565648453578       
1.36       -74133608.6778766         -74133608.6778766         -74133609.7339096         IE: -7.399564380001149        FE: -7.399564485407917       
1.37       -74133599.657439          -74133599.657439          -74133600.7585302         IE: -7.399563479636118        FE: -7.399563589540322       
1.38       -74133594.5501247         -74133594.5501247         -74133594.6565015         IE: -7.399562969855175        FE: -7.399562980473058       
1.39       -74133594.2705635         -74133594.2705635         -74133594.835778          IE: -7.399562941951082        FE: -7.399562998367344       
1.40       -74133599.1315833         -74133599.1315833         -74133599.6561169         IE: -7.399563427148412        FE: -7.399563479504155       
1.41       -74133608.0731712         -74133608.0731712         -74133608.3433538         IE: -7.3995643196431455       FE: -7.399564346611123       
1.42       -74133618.142863          -74133618.142863          -74133618.5760599         IE: -7.399565324738326        FE: -7.399565367977395       
1.43       -74133626.8926463         -74133626.8926463         -74133627.977916          IE: -7.399566198088294        FE: -7.399566306413293       
1.44       -74133632.2225112         -74133632.2225112         -74133632.5830051         IE: -7.3995667300828805       FE: -7.399566766065181       
1.45       -74133632.9656116         -74133632.9656116         -74133634.1404452         IE: -7.399566804254628        FE: -7.399566921519347       
1.46       -74133628.917386          -74133628.917386          -74133629.2221646         IE: -7.399566400185454        FE: -7.399566430606594       
1.47       -74133621.2176506         -74133621.2176506         -74133623.0208229         IE: -7.399565631644859        FE: -7.399565811626512       
1.48       -74133611.9402813         -74133611.9402813         -74133612.1160482         IE: -7.399564705634475        FE: -7.399564723178454       
1.49       -74133603.9583639         -74133603.9583639         -74133604.2263481         IE: -7.399563908928194        FE: -7.399563935676741       
1.50       -74133598.5980657         -74133598.5980657         -74133599.0075843         IE: -7.399563373895941        FE: -7.399563414771588       
1.51       -74133597.5820389         -74133597.5820389         -74133598.4610708         IE: -7.399563272482346        FE: -7.399563360221947       
1.52       -74133600.8108551         -74133600.8108551         -74133601.3119334         IE: -7.399563594763075        FE: -7.399563644777652       
1.53       -74133608.3251889         -74133608.3251889         -74133608.5812969         IE: -7.399564344798015        FE: -7.399564370361152       
1.54       -74133616.7054744         -74133616.7054744         -74133617.349064          IE: -7.3995651812669685       FE: -7.399565245506155       
1.55       -74133624.5901859         -74133624.5901859         -74133625.5817813         IE: -7.399565968270749        FE: -7.39956606724575        
1.56       -74133629.9180682         -74133629.9180682         -74133631.0467036         IE: -7.399566500067444        FE: -7.3995666127209425      
1.57       -74133631.6902941         -74133631.6902941         -74133632.2068591         IE: -7.399566676960218        FE: -7.3995667285205835      
1.58       -74133629.0734048         -74133629.0734048         -74133629.8833295         IE: -7.399566415758299        FE: -7.3995664966000385      
1.59       -74133622.8586315         -74133622.8586315         -74133623.031274          IE: -7.3995657954375575       FE: -7.399565812669678       
1.60       -74133614.6116557         -74133614.6116557         -74133614.762102          IE: -7.399564972274764        FE: -7.399564987291394       
1.61       -74133606.7226397         -74133606.7226397         -74133607.6194476         IE: -7.399564184841333        FE: -7.3995642743552255      
1.62       -74133601.877054          -74133601.877054          -74133602.5924665         IE: -7.399563701184542        FE: -7.399563772592652       
1.63       -74133600.255659          -74133600.255659          -74133600.4433145         IE: -7.399563539346788        FE: -7.399563558077414       
1.64       -74133603.0261451         -74133603.0261451         -74133603.1217553         IE: -7.3995638158798025       FE: -7.399563825423029       
1.65       -74133609.0959209         -74133609.0959209         -74133609.7857932         IE: -7.399564421727779        FE: -7.399564490586621       
1.66       -74133616.976136          -74133616.976136          -74133618.0927043         IE: -7.399565208282756        FE: -7.399565319731789       
1.67       -74133624.1649894         -74133624.1649894         -74133625.3705511         IE: -7.399565925830229        FE: -7.3995660461620405      
1.68       -74133629.289289          -74133629.289289          -74133629.4120397         IE: -7.399566437306541        FE: -7.399566449558767       
1.69       -74133631.1876103         -74133631.1876103         -74133632.0600921         IE: -7.399566626785388        FE: -7.399566713871198       
1.70       -74133629.660865          -74133629.660865          -74133630.5798821         IE: -7.39956647439499         FE: -7.399566566125669       
1.71       -74133624.717113          -74133624.717113          -74133625.8316311         IE: -7.399565980939838        FE: -7.399566092184232       
1.72       -74133617.5426299         -74133617.5426299         -74133618.6929828         IE: -7.3995652648267205       FE: -7.3995653796479255      
1.73       -74133610.2548331         -74133610.2548331         -74133610.3160657         IE: -7.399564537403322        FE: -7.3995645435151856      
1.74       -74133604.8466137         -74133604.8466137         -74133605.6980231         IE: -7.399563997587868        FE: -7.3995640825703575      
1.75       -74133602.7178446         -74133602.7178446         -74133602.907146          IE: -7.399563785107128        FE: -7.399563804002039       
1.76       -74133604.4305038         -74133604.4305038         -74133604.8613703         IE: -7.399563956054317        FE: -7.39956399906078        
1.77       -74133609.8382019         -74133609.8382019         -74133611.1521472         IE: -7.399564495817738        FE: -7.399564626967739       
1.79       -74133623.7016886         -74133623.7016886         -74133624.6055936         IE: -7.399565879586372        FE: -7.399565969808653       
1.80       -74133628.9536482         -74133628.9536482         -74133630.0614922         IE: -7.399566403804926        FE: -7.399566514383153       
1.81       -74133631.3613349         -74133631.3613349         -74133631.3836818         IE: -7.399566644125518        FE: -7.39956664635605        
1.83       -74133626.3636415         -74133626.3636415         -74133627.0227765         IE: -7.399566145286264        FE: -7.399566211077096       
1.84       -74133620.2183829         -74133620.2183829         -74133621.1358565         IE: -7.399565531904054        FE: -7.39956562348067        
1.85       -74133613.706936          -74133613.706936          -74133613.8545737         IE: -7.399564881971165        FE: -7.399564896707458       
1.86       -74133608.2172361         -74133608.2172361         -74133608.8301845         IE: -7.399564334022824        FE: -7.399564395203593       
1.87       -74133605.8926729         -74133605.8926729         -74133606.2767725         IE: -7.399564101999112        FE: -7.39956414033759        
1.88       -74133606.5389607         -74133606.5389607         -74133607.2427408         IE: -7.399564166507616        FE: -7.39956423675465        
1.89       -74133610.7451005         -74133610.7451005         -74133612.3935902         IE: -7.399564586338821        FE: -7.399564750881002       
1.90       -74133617.0156215         -74133617.0156215         -74133618.7050775         IE: -7.399565212223958        FE: -7.399565380855146       
1.91       -74133623.4818156         -74133623.4818156         -74133624.7568091         IE: -7.399565857639991        FE: -7.39956598490206        
1.92       -74133628.6818408         -74133628.6818408         -74133628.7120875         IE: -7.399566376674771        FE: -7.399566379693811       
1.93       -74133631.5400065         -74133631.5400065         -74133632.4944626         IE: -7.399566661959427        FE: -7.399566757227409       
1.94       -74133631.1453532         -74133631.1453532         -74133631.1774413         IE: -7.3995666225675425       FE: -7.399566625770381       
1.95       -74133628.1242445         -74133628.1242445         -74133628.8368446         IE: -7.39956632101891         FE: -7.399566392146302       
1.96       -74133622.4615026         -74133622.4615026         -74133623.8385047         IE: -7.399565755798573        FE: -7.39956589324252        
1.97       -74133616.2710853         -74133616.2710853         -74133617.8132186         IE: -7.399565137908899        FE: -7.399565291835232       
1.98       -74133611.0933186         -74133611.0933186         -74133611.4784829         IE: -7.399564621095826        FE: -7.399564659540577       
1.99       -74133608.4698322         -74133608.4698322         -74133609.6120582         IE: -7.399564359235425        FE: -7.399564473245454       
2.00       -74133608.677729          -74133608.677729          -74133609.5828078         IE: -7.399564379986415        FE: -7.399564470325857       
2.01       -74133611.8869311         -74133611.8869311         -74133613.1158201         IE: -7.399564700309384        FE: -7.399564822969583       
2.02       -74133617.3340077         -74133617.3340077         -74133618.83272           IE: -7.399565244003325        FE: -7.3995653935956405      
2.03       -74133623.3244712         -74133623.3244712         -74133623.4998316         IE: -7.399565841934833        FE: -7.399565859438238       
2.04       -74133628.3838865         -74133628.3838865         -74133630.1686011         IE: -7.39956634693479         FE: -7.399566525074109       
2.05       -74133631.4239027         -74133631.4239027         -74133632.7049256         IE: -7.399566650370654        FE: -7.399566778234542       
2.06       -74133631.7892673         -74133631.7892673         -74133631.9871893         IE: -7.399566686839119        FE: -7.3995667065944835      
2.07       -74133629.4834476         -74133629.4834476         -74133629.5976647         IE: -7.3995664566862684       FE: -7.399566468086722       
2.08       -74133624.8758586         -74133624.8758586         -74133625.5955721         IE: -7.3995659967848555       FE: -7.3995660686222635      
2.09       -74133619.1601238         -74133619.1601238         -74133619.4995962         IE: -7.39956542627509         FE: -7.3995654601591525      
2.11       -74133610.9168214         -74133610.9168214         -74133611.9047256         IE: -7.399564603478954        FE: -7.399564702085521       
2.12       -74133610.7372992         -74133610.7372992         -74133610.8541291         IE: -7.399564585560143        FE: -7.399564597221391       
2.13       -74133613.6258545         -74133613.6258545         -74133613.6968452         IE: -7.399564873878105        FE: -7.399564880963963       
2.14       -74133618.3064677         -74133618.3064677         -74133618.5148858         IE: -7.399565341068348        FE: -7.399565361871371       
2.15       -74133624.1541698         -74133624.1541698         -74133624.2772408         IE: -7.3995659247502825       FE: -7.399565937034479       
2.16       -74133628.9017842         -74133628.9017842         -74133629.2265078         IE: -7.399566398628178        FE: -7.399566431040106       
2.17       -74133632.3264061         -74133632.3264061         -74133633.6998281         IE: -7.399566740453036        FE: -7.3995668775396375      
2.18       -74133633.0325141         -74133633.0325141         -74133633.5920599         IE: -7.399566810932426        FE: -7.399566866782873       
2.19       -74133631.3864209         -74133631.3864209         -74133631.7746343         IE: -7.39956664662945         FE: -7.399566685378542       
2.20       -74133627.435244          -74133627.435244          -74133628.0227017         IE: -7.399566252247085        FE: -7.399566310883527       
2.21       -74133622.6190153         -74133622.6190153         -74133622.803887          IE: -7.399565771520531        FE: -7.399565789973294       
2.22       -74133617.5828188         -74133617.5828188         -74133617.7819886         IE: -7.399565268838132        FE: -7.399565288718046       
2.23       -74133614.262672          -74133614.262672          -74133614.7333207         IE: -7.399564937441341        FE: -7.399564984418621       
2.24       -74133613.3002534         -74133613.3002534         -74133613.3553165         IE: -7.399564841378591        FE: -7.399564846874653       
2.25       -74133615.1186697         -74133615.1186697         -74133616.478875          IE: -7.3995650228818075       FE: -7.399565158649199       
2.26       -74133619.4507376         -74133619.4507376         -74133619.9414432         IE: -7.399565455282386        FE: -7.399565504261624       
2.28       -74133629.639564          -74133629.639564          -74133630.0477086         IE: -7.399566472268854        FE: -7.399566513007358       
2.29       -74133632.8700923         -74133632.8700923         -74133633.2319249         IE: -7.3995667947204735       FE: -7.399566830836396       
2.30       -74133634.0796324         -74133634.0796324         -74133635.1984537         IE: -7.399566915449385        FE: -7.3995670271232985      
2.31       -74133633.068815          -74133633.068815          -74133633.5499074         IE: -7.39956681455576         FE: -7.399566862575468       
2.32       -74133629.692126          -74133629.692126          -74133631.1034499         IE: -7.399566477515274        FE: -7.399566618385011       
2.33       -74133625.1226927         -74133625.1226927         -74133626.5789167         IE: -7.399566021422329        FE: -7.39956616677372        
2.34       -74133620.6611358         -74133620.6611358         -74133621.5744349         IE: -7.399565576096946        FE: -7.399565667256891       
2.35       -74133617.2883517         -74133617.2883517         -74133617.9246299         IE: -7.399565239446223        FE: -7.3995653029556285      
2.36       -74133616.0802781         -74133616.0802781         -74133616.8512689         IE: -7.399565118863689        FE: -7.399565195819285       
2.41       -74133633.6506036         -74133633.6506036         -74133634.3608158         IE: -7.399566872626349        FE: -7.399566943515395       
2.42       -74133635.1037563         -74133635.1037563         -74133635.1428955         IE: -7.399567017671181        FE: -7.399567021577819       
2.43       -74133634.3212944         -74133634.3212944         -74133634.9424541         IE: -7.399566939570611        FE: -7.399567001570981       
2.44       -74133631.6249169         -74133631.6249169         -74133632.2050495         IE: -7.399566670434664        FE: -7.39956672833996        
2.45       -74133627.5304161         -74133627.5304161         -74133628.223934          IE: -7.399566261746584        FE: -7.399566330969307       
2.46       -74133623.0062795         -74133623.0062795         -74133623.7982835         IE: -7.399565810174879        FE: -7.399565889227885       
2.47       -74133619.4733338         -74133619.4733338         -74133620.0958715         IE: -7.399565457537801        FE: -7.399565519675714       
2.49       -74133619.204491          -74133619.204491          -74133619.3723585         IE: -7.399565430703554        FE: -7.399565447459063       
2.50       -74133622.48033           -74133622.48033           -74133623.4300523         IE: -7.39956575767781         FE: -7.399565852473293       
2.51       -74133627.0190705         -74133627.0190705         -74133627.0893397         IE: -7.399566210707187        FE: -7.39956621772103        
2.52       -74133631.3319578         -74133631.3319578         -74133632.4159417         IE: -7.3995666411932755       FE: -7.399566749389932       
2.53       -74133634.895433          -74133634.895433          -74133635.2739626         IE: -7.399566996877621        FE: -7.399567034660136       
2.54       -74133636.6221624         -74133636.6221624         -74133636.7406093         IE: -7.399567169229212        FE: -7.399567181051859       
2.55       -74133636.6043865         -74133636.6043865         -74133636.6500662         IE: -7.399567167454929        FE: -7.3995671720143985      
2.56       -74133634.3534947         -74133634.3534947         -74133634.6739046         IE: -7.399566942784649        FE: -7.399566974766008       
2.57       -74133630.6967051         -74133630.6967051         -74133630.7764704         IE: -7.399566577786228        FE: -7.3995665857479125      
2.58       -74133626.2000151         -74133626.2000151         -74133626.4323168         IE: -7.399566128954075        FE: -7.399566152141013       
2.59       -74133622.7337945         -74133622.7337945         -74133623.3081937         IE: -7.3995657829770884       FE: -7.399565840310111       
2.60       -74133620.6223947         -74133620.6223947         -74133621.3914454         IE: -7.399565572230046        FE: -7.399565648991994       
2.61       -74133620.9702775         -74133620.9702775         -74133621.3426333         IE: -7.399565606953585        FE: -7.399565644119869       
2.62       -74133623.4303676         -74133623.4303676         -74133624.0013119         IE: -7.399565852504765        FE: -7.3995659094929405      
2.63       -74133627.7831059         -74133627.7831059         -74133628.8553008         IE: -7.399566286968537        FE: -7.399566393988488       
