0.00        -79967563.0401346  -79967563.0401346  -79967747.6539212 IE:   FE:  
0.01          -79967561.49715    -79967561.49715   -79967746.065165 IE:   FE:  
0.02        -79967557.8598593  -79967557.8598593  -79967742.5014601 IE:   FE:  
0.03        -79967554.3634313  -79967554.3634313   -79967739.225545 IE:   FE:  
0.04        -79967553.0456305  -79967553.0456305   -79967737.952561 IE:   FE:  
0.05        -79967554.4771224  -79967554.4771224  -79967739.2017961 IE:   FE:  
0.06        -79967557.4968877  -79967557.4968877  -79967742.0421021 IE:   FE:  
0.07         -79967559.923099   -79967559.923099  -79967744.5388457 IE:   FE:  
0.08        -79967560.0239884  -79967560.0239884  -79967744.6324671 IE:   FE:  
0.09        -79967557.7828902  -79967557.7828902  -79967742.3848051 IE:   FE:  
0.10        -79967554.8624259  -79967554.8624259  -79967739.6280939 IE:   FE:  
0.11         -79967553.169607   -79967553.169607  -79967738.0697978 IE:   FE:  
0.12         -79967553.962745   -79967553.962745  -79967738.7547625 IE:   FE:  
0.13        -79967556.7762581  -79967556.7762581  -79967741.3288291 IE:   FE:  
0.14        -79967559.6715813  -79967559.6715813   -79967744.258763 IE:   FE:  
0.15        -79967560.6179661  -79967560.6179661  -79967745.2537392 IE:   FE:  
0.16        -79967559.0826892  -79967559.0826892  -79967743.5676872 IE:   FE:  
0.17        -79967555.9223245  -79967555.9223245  -79967740.6407517 IE:   FE:  
0.18         -79967553.428217   -79967553.428217  -79967738.3342604 IE:   FE:  
0.19        -79967553.4734428  -79967553.4734428  -79967738.2900552 IE:   FE:  
0.20        -79967556.1672132  -79967556.1672132  -79967740.7464766 IE:   FE:  
0.21        -79967559.6320523  -79967559.6320523  -79967744.2090125 IE:   FE:  
0.22        -79967561.4731665  -79967561.4731665  -79967746.1258816 IE:   FE:  
0.23        -79967560.4915508  -79967560.4915508  -79967745.0542241 IE:   FE:  
0.24        -79967557.3766723  -79967557.3766723  -79967742.0138407 IE:   FE:  
0.25        -79967554.1499785  -79967554.1499785  -79967738.9755961 IE:   FE:  
0.26        -79967552.9227604  -79967552.9227604  -79967737.8013958 IE:   FE:  
0.27        -79967554.8077889  -79967554.8077889  -79967739.5045427 IE:   FE:  
0.28        -79967558.7756663  -79967558.7756663  -79967743.3055924 IE:   FE:  
0.29        -79967562.0135754  -79967562.0135754  -79967746.6599954 IE:   FE:  
0.30        -79967562.2869651  -79967562.2869651  -79967746.8907356 IE:   FE:  
0.31        -79967559.3636248  -79967559.3636248  -79967743.9528774 IE:   FE:  
0.32        -79967555.3160245  -79967555.3160245  -79967740.1161441 IE:   FE:  
0.33        -79967552.7972418  -79967552.7972418  -79967737.6973305 IE:   FE:  
0.34        -79967553.8274552  -79967553.8274552  -79967738.5469644 IE:   FE:  
0.35        -79967558.0639647  -79967558.0639647  -79967742.5733152 IE:   FE:  
0.36        -79967562.7340807  -79967562.7340807   -79967747.329441 IE:   FE:  
0.37        -79967564.6059961  -79967564.6059961  -79967749.2436831 IE:   FE:  
0.38        -79967562.3541257  -79967562.3541257   -79967746.877755 IE:   FE:  
0.39        -79967557.3646263  -79967557.3646263  -79967742.0894933 IE:   FE:  
0.40        -79967553.0615581  -79967553.0615581  -79967737.9451607 IE:   FE:  
0.41        -79967552.7499444  -79967552.7499444  -79967737.4699201 IE:   FE:  
0.42        -79967557.1646049  -79967557.1646049  -79967741.6357981 IE:   FE:  
0.43        -79967563.7125567  -79967563.7125567  -79967748.2578013 IE:   FE:  
0.44        -79967568.0509279  -79967568.0509279  -79967752.7004774 IE:   FE:  
0.45        -79967567.0708255  -79967567.0708255  -79967751.6457876 IE:   FE:  
0.46        -79967561.1006463  -79967561.1006463  -79967745.7577127 IE:   FE:  
0.47        -79967554.0813719  -79967554.0813719  -79967738.9217193 IE:   FE:  
0.48        -79967551.2813413  -79967551.2813413  -79967736.0278278 IE:   FE:  
0.49        -79967555.7509222  -79967555.7509222   -79967740.248722 IE:   FE:  
0.50        -79967565.6604298  -79967565.6604298  -79967750.1582779 IE:   FE:  
0.51        -79967575.0834495  -79967575.0834495   -79967759.705081 IE:   FE:  
0.52        -79967577.4864175  -79967577.4864175  -79967762.1205104 IE:   FE:  
0.53         -79967570.333008   -79967570.333008  -79967754.9114361 IE:   FE:  
0.54        -79967557.4149619  -79967557.4149619  -79967742.2114648 IE:   FE:  
0.55        -79967547.9670491  -79967547.9670491  -79967732.7698375 IE:   FE:  
0.56         -79967552.161718   -79967552.161718  -79967736.5846842 IE:   FE:  
0.57         -79967573.794034   -79967573.794034  -79967758.0468839 IE:   FE:  
0.58        -79967607.7347985  -79967607.7347985  -79967792.0960618 IE:   FE:  
0.59         -79967641.364936   -79967641.364936  -79967825.9122298 IE:   FE:  
0.60        -79967659.7863281  -79967659.7863281  -79967844.4626558 IE:   FE:  
0.61        -79967653.6424098  -79967653.6424098   -79967838.711865 IE:   FE:  
0.62        -79967622.5957851  -79967622.5957851  -79967807.9793694 IE:   FE:  
0.63        -79967577.3219761  -79967577.3219761  -79967762.7107437 IE:   FE:  
0.64        -79967535.8577089  -79967535.8577089  -79967721.0109866 IE:   FE:  
0.65        -79967511.9610396  -79967511.9610396  -79967696.9446186 IE:   FE:  
0.66        -79967509.5027227  -79967509.5027227  -79967694.2927607 IE:   FE:  
0.67        -79967523.7842242  -79967523.7842242  -79967708.3001281 IE:   FE:  
0.68        -79967543.5302582  -79967543.5302582  -79967728.0388868 IE:   FE:  
0.69        -79967557.6740976  -79967557.6740976   -79967742.451236 IE:   FE:  
0.70        -79967560.3542269  -79967560.3542269  -79967745.2004789 IE:   FE:  
0.71        -79967553.5077126  -79967553.5077126  -79967738.1881461 IE:   FE:  
0.72        -79967544.1885719  -79967544.1885719  -79967728.9459542 IE:   FE:  
0.73        -79967539.0580983  -79967539.0580983  -79967723.7816344 IE:   FE:  
0.74        -79967540.9705228  -79967540.9705228  -79967725.5625141 IE:   FE:  
0.75        -79967548.0854846  -79967548.0854846  -79967732.5399366 IE:   FE:  
0.76        -79967555.4384446  -79967555.4384446  -79967740.0916977 IE:   FE:  
0.77        -79967558.4895968  -79967558.4895968  -79967743.2203643 IE:   FE:  
0.78          -79967555.98235    -79967555.98235  -79967740.6319144 IE:   FE:  
0.79        -79967550.8339884  -79967550.8339884  -79967735.4811904 IE:   FE:  
0.80        -79967546.7026438  -79967546.7026438  -79967731.4762958 IE:   FE:  
0.81        -79967546.4916977  -79967546.4916977  -79967731.1157097 IE:   FE:  
0.82        -79967549.9759267  -79967549.9759267  -79967734.5115368 IE:   FE:  
0.83        -79967554.8173916  -79967554.8173916   -79967739.374117 IE:   FE:  
0.84        -79967557.6939994  -79967557.6939994  -79967742.3794895 IE:   FE:  
0.85        -79967556.9912697  -79967556.9912697  -79967741.5370497 IE:   FE:  
0.86          -79967553.66426    -79967553.66426  -79967738.3069507 IE:   FE:  
0.87        -79967550.4820567  -79967550.4820567  -79967735.2053031 IE:   FE:  
0.88        -79967549.4811539  -79967549.4811539      -79967734.178 IE:   FE:  
0.89        -79967551.3542976  -79967551.3542976  -79967735.8934742 IE:   FE:  
0.90        -79967554.7229706  -79967554.7229706  -79967739.1743079 IE:   FE:  
0.91        -79967557.3072774  -79967557.3072774   -79967741.924624 IE:   FE:  
0.92        -79967557.4941662  -79967557.4941662  -79967741.9968014 IE:   FE:  
0.93        -79967555.3396555  -79967555.3396555  -79967739.9050721 IE:   FE:  
0.94        -79967552.8159961  -79967552.8159961  -79967737.4968001 IE:   FE:  
0.95         -79967551.592431   -79967551.592431  -79967736.3021674 IE:   FE:  
0.96        -79967552.4923082  -79967552.4923082  -79967737.0957858 IE:   FE:  
0.97        -79967554.9087267  -79967554.9087267  -79967739.3834127 IE:   FE:  
0.98        -79967557.1467463  -79967557.1467463  -79967741.6928048 IE:   FE:  
0.99        -79967557.7342803  -79967557.7342803  -79967742.2729718 IE:   FE:  
1.00        -79967556.4161263  -79967556.4161263  -79967740.9323291 IE:   FE:  
1.01        -79967554.4637952  -79967554.4637952  -79967739.0732646 IE:   FE:  
1.02        -79967553.2139081  -79967553.2139081  -79967737.9382118 IE:   FE:  
1.03        -79967553.5785121  -79967553.5785121  -79967738.2166101 IE:   FE:  
1.04        -79967555.2836153  -79967555.2836153  -79967739.7588698 IE:   FE:  
1.05        -79967557.2502935  -79967557.2502935  -79967741.6567136 IE:   FE:  
1.06        -79967558.0547121  -79967558.0547121  -79967742.5148039 IE:   FE:  
1.07         -79967557.304118   -79967557.304118  -79967741.7039461 IE:   FE:  
1.08        -79967555.6886118  -79967555.6886118  -79967740.2560838 IE:   FE:  
1.09        -79967554.5113916  -79967554.5113916  -79967739.2054189 IE:   FE:  
1.10        -79967554.5480197  -79967554.5480197  -79967739.2169587 IE:   FE:  
1.11         -79967555.831563   -79967555.831563  -79967740.3429332 IE:   FE:  
1.12        -79967557.4772975  -79967557.4772975  -79967741.8535422 IE:   FE:  
1.13        -79967558.3657993  -79967558.3657993   -79967742.751843 IE:   FE:  
1.14        -79967557.8968738  -79967557.8968738  -79967742.3254706 IE:   FE:  
1.15        -79967556.6736213  -79967556.6736213  -79967741.1914892 IE:   FE:  
1.16        -79967555.6144857  -79967555.6144857  -79967740.3031906 IE:   FE:  
1.17        -79967555.4781396  -79967555.4781396  -79967740.1771428 IE:   FE:  
1.18         -79967556.460921   -79967556.460921  -79967741.0135279 IE:   FE:  
1.19        -79967557.7818325  -79967557.7818325  -79967742.2024262 IE:   FE:  
1.20         -79967558.734637   -79967558.734637  -79967743.0508178 IE:   FE:  
1.21        -79967558.5958306  -79967558.5958306  -79967742.8763955 IE:   FE:  
1.22        -79967557.4584073  -79967557.4584073  -79967741.9173528 IE:   FE:  
1.23        -79967556.7724407  -79967556.7724407  -79967741.4039221 IE:   FE:  
1.24        -79967556.5402092  -79967556.5402092  -79967741.1391362 IE:   FE:  
1.25        -79967556.8334113  -79967556.8334113  -79967741.4158831 IE:   FE:  
1.26        -79967558.2799339  -79967558.2799339  -79967742.7082087 IE:   FE:  
1.27        -79967559.2345639  -79967559.2345639  -79967743.5752422 IE:   FE:  
1.28        -79967559.1932943  -79967559.1932943  -79967743.4735249 IE:   FE:  
1.29         -79967558.336279   -79967558.336279  -79967742.7755216 IE:   FE:  
1.30        -79967557.3750884  -79967557.3750884  -79967741.9642248 IE:   FE:  
1.31        -79967557.1957695  -79967557.1957695  -79967741.8551563 IE:   FE:  
1.32        -79967557.7444828  -79967557.7444828  -79967742.3620487 IE:   FE:  
1.33        -79967558.8077025  -79967558.8077025  -79967743.2391688 IE:   FE:  
1.34         -79967559.689363   -79967559.689363  -79967744.0250228 IE:   FE:  
1.35        -79967559.8162826  -79967559.8162826  -79967744.0490144 IE:   FE:  
1.36        -79967559.1152779  -79967559.1152779  -79967743.4477315 IE:   FE:  
1.37        -79967558.2221961  -79967558.2221961  -79967742.7384218 IE:   FE:  
1.38         -79967557.964024   -79967557.964024  -79967742.6032912 IE:   FE:  
1.39        -79967558.4025362  -79967558.4025362  -79967743.0890599 IE:   FE:  
1.40        -79967559.3643136  -79967559.3643136  -79967743.8555353 IE:   FE:  
1.41        -79967560.2649356  -79967560.2649356   -79967744.579223 IE:   FE:  
1.42        -79967560.4684437  -79967560.4684437  -79967744.6854988 IE:   FE:  
1.43        -79967559.8697512  -79967559.8697512  -79967744.1418327 IE:   FE:  
1.44         -79967558.959622   -79967558.959622  -79967743.4493173 IE:   FE:  
1.45        -79967558.7001423  -79967558.7001423  -79967743.2865149 IE:   FE:  
1.46        -79967559.0996432  -79967559.0996432  -79967743.7613812 IE:   FE:  
1.47        -79967559.9665134  -79967559.9665134  -79967744.5046512 IE:   FE:  
1.48        -79967560.8431101  -79967560.8431101  -79967745.1852702 IE:   FE:  
1.49        -79967561.1744391  -79967561.1744391  -79967745.3796262 IE:   FE:  
1.50        -79967560.6766324  -79967560.6766324  -79967744.8916837 IE:   FE:  
1.51        -79967559.7986192  -79967559.7986192  -79967744.1726063 IE:   FE:  
1.52        -79967559.4335895  -79967559.4335895  -79967743.9272726 IE:   FE:  
1.53        -79967559.7805145  -79967559.7805145   -79967744.388744 IE:   FE:  
1.54        -79967560.6132298  -79967560.6132298  -79967745.1479293 IE:   FE:  
1.55        -79967561.4500636  -79967561.4500636  -79967745.8164707 IE:   FE:  
1.56        -79967561.9191036  -79967561.9191036  -79967746.0917418 IE:   FE:  
1.57        -79967561.5888978  -79967561.5888978  -79967745.6842083 IE:   FE:  
1.58        -79967560.6910846  -79967560.6910846  -79967744.9238812 IE:   FE:  
1.59         -79967560.119097   -79967560.119097  -79967744.5611787 IE:   FE:  
1.60        -79967560.4137444  -79967560.4137444  -79967744.9807394 IE:   FE:  
1.61        -79967561.1960879  -79967561.1960879  -79967745.7794163 IE:   FE:  
1.62        -79967562.0538547  -79967562.0538547  -79967746.4699334 IE:   FE:  
1.63        -79967562.6652981  -79967562.6652981  -79967746.8224068 IE:   FE:  
1.64         -79967562.460772   -79967562.460772  -79967746.5337604 IE:   FE:  
1.65        -79967561.6249195  -79967561.6249195  -79967745.7359588 IE:   FE:  
1.66        -79967560.9597104  -79967560.9597104  -79967745.1914861 IE:   FE:  
1.67        -79967560.9795037  -79967560.9795037  -79967745.5079706 IE:   FE:  
