
0.00        -33076070.4939084  -33077299.3997844  -33077299.3997844 IE: -6.9219318196  FE:  -6.9221889966
0.01        -33076070.5217018  -33077299.1778529  -33077299.1778529 IE: -6.9219318255  FE:  -6.9221889501
0.02        -33076070.6991133  -33077298.4251735  -33077298.4251735 IE: -6.9219318626  FE:  -6.9221887926
0.03        -33076071.0331232  -33077297.1269604  -33077297.1269604 IE: -6.9219319325  FE:  -6.9221885209
0.04         -33076071.487102   -33077295.604809   -33077295.604809 IE: -6.9219320275  FE:  -6.9221882024
0.05        -33076072.1651328  -33077298.2322515  -33077298.2322515 IE: -6.9219321694  FE:  -6.9221887523
0.06        -33076072.7846801  -33077303.1548487  -33077303.1548487 IE: -6.9219322990  FE:  -6.9221897824
0.07        -33076073.3921388  -33077305.2944036  -33077305.2944036 IE: -6.9219324262  FE:  -6.9221902302
0.08        -33076073.7994375  -33077304.9535066  -33077304.9535066 IE: -6.9219325114  FE:  -6.9221901588
0.09        -33076073.9414081  -33077305.6267939  -33077305.6267939 IE: -6.9219325411  FE:  -6.9221902997
0.10        -33076073.6744471  -33077306.0671688  -33077306.0671688 IE: -6.9219324852  FE:  -6.9221903919
0.11        -33076073.0987022  -33077305.2780026  -33077305.2780026 IE: -6.9219323648  FE:  -6.9221902267
0.12        -33076072.2734898  -33077302.7983291  -33077302.7983291 IE: -6.9219321921  FE:  -6.9221897078
0.13        -33076071.5198137   -33077302.480591   -33077302.480591 IE: -6.9219320343  FE:  -6.9221896413
0.14        -33076071.0878859  -33077303.7453748  -33077303.7453748 IE: -6.9219319439  FE:  -6.9221899060
0.15        -33076071.0629386    -33077304.32092    -33077304.32092 IE: -6.9219319387  FE:  -6.9221900264
0.16        -33076071.6217192  -33077304.1888779  -33077304.1888779 IE: -6.9219320557  FE:  -6.9221899988
0.17        -33076072.6379787  -33077305.4756511  -33077305.4756511 IE: -6.9219322683  FE:  -6.9221902681
0.18        -33076073.8373508  -33077312.8523003  -33077312.8523003 IE: -6.9219325193  FE:  -6.9221918118
0.19        -33076074.9809271  -33077312.9548282  -33077312.9548282 IE: -6.9219327587  FE:  -6.9221918333
0.20        -33076075.7129799  -33077314.7262609  -33077314.7262609 IE: -6.9219329119  FE:  -6.9221922040
0.21        -33076075.7560877  -33077315.5147527  -33077315.5147527 IE: -6.9219329209  FE:  -6.9221923690
0.22        -33076075.1137431  -33077316.9287838  -33077316.9287838 IE: -6.9219327864  FE:  -6.9221926649
0.23           -33076073.8323  -33077317.2255523  -33077317.2255523 IE: -6.9219325183  FE:  -6.9221927270
0.24        -33076072.3182272  -33077316.4784074  -33077316.4784074 IE: -6.9219322014  FE:  -6.9221925707
0.25         -33076071.061443  -33077315.1912146  -33077315.1912146 IE: -6.9219319384  FE:  -6.9221923013
0.26        -33076070.3788599  -33077314.5658357  -33077314.5658357 IE: -6.9219317956  FE:  -6.9221921704
0.27        -33076070.7334611   -33077316.411201   -33077316.411201 IE: -6.9219318698  FE:  -6.9221925566
0.28        -33076072.2036532  -33077318.5625759  -33077318.5625759 IE: -6.9219321774  FE:  -6.9221930068
0.29        -33076074.3537215  -33077333.0301771  -33077333.0301771 IE: -6.9219326274  FE:  -6.9221960345
0.30        -33076076.7223344  -33077335.3834827  -33077335.3834827 IE: -6.9219331231  FE:  -6.9221965270
0.31        -33076078.6706401  -33077335.5405586  -33077335.5405586 IE: -6.9219335308  FE:  -6.9221965599
0.32        -33076079.6489826  -33077335.4948092  -33077335.4948092 IE: -6.9219337356  FE:  -6.9221965503
0.33        -33076079.2849406  -33077335.1368756  -33077335.1368756 IE: -6.9219336594  FE:  -6.9221964754
0.34        -33076077.6565143  -33077335.4932576  -33077335.4932576 IE: -6.9219333186  FE:  -6.9221965500
0.35        -33076075.0859624  -33077333.6901099  -33077333.6901099 IE: -6.9219327806  FE:  -6.9221961726
0.36        -33076072.4315473  -33077332.9877478  -33077332.9877478 IE: -6.9219322251  FE:  -6.9221960256
0.37        -33076070.4647167  -33077333.8414012  -33077333.8414012 IE: -6.9219318135  FE:  -6.9221962043
0.38        -33076069.9985991  -33077333.7221828  -33077333.7221828 IE: -6.9219317160  FE:  -6.9221961793
0.39        -33076071.4221036  -33077361.3419077  -33077361.3419077 IE: -6.9219320139  FE:  -6.9222019594
0.40        -33076074.6750075  -33077361.3216321  -33077361.3216321 IE: -6.9219326946  FE:  -6.9222019552
0.41        -33076079.1011874  -33077361.7060909  -33077361.7060909 IE: -6.9219336209  FE:  -6.9222020356
0.42        -33076083.7384639  -33077363.1029777  -33077363.1029777 IE: -6.9219345914  FE:  -6.9222023279
0.43        -33076087.2180007  -33077363.0579545  -33077363.0579545 IE: -6.9219353195  FE:  -6.9222023185
0.44        -33076088.5803307  -33077362.3243525  -33077362.3243525 IE: -6.9219356046  FE:  -6.9222021650
0.45        -33076087.2790832   -33077363.013521   -33077363.013521 IE: -6.9219353323  FE:  -6.9222023092
0.46        -33076083.5103794  -33077361.3963472  -33077361.3963472 IE: -6.9219345436  FE:  -6.9222019708
0.47        -33076078.2127073  -33077359.5148311  -33077359.5148311 IE: -6.9219334350  FE:  -6.9222015770
0.48        -33076073.0589207  -33077359.4642386  -33077359.4642386 IE: -6.9219323564  FE:  -6.9222015665
0.49        -33076069.7656142  -33077355.5688332  -33077355.5688332 IE: -6.9219316672  FE:  -6.9222007513
0.50        -33076070.2146131  -33077356.1445624  -33077356.1445624 IE: -6.9219317612  FE:  -6.9222008717
0.51        -33076075.3731005   -33077414.546496   -33077414.546496 IE: -6.9219328407  FE:  -6.9222130937
0.52        -33076085.3600777   -33077414.524363   -33077414.524363 IE: -6.9219349307  FE:  -6.9222130891
0.53         -33076098.905084  -33077414.4273098  -33077414.4273098 IE: -6.9219377653  FE:  -6.9222130688
0.54         -33076113.618986  -33077414.1207816  -33077414.1207816 IE: -6.9219408446  FE:  -6.9222130046
0.55        -33076126.6597171  -33077414.2240008  -33077414.2240008 IE: -6.9219435736  FE:  -6.9222130262
0.56        -33076134.7500605  -33077414.2283522  -33077414.2283522 IE: -6.9219452667  FE:  -6.9222130271
0.57        -33076135.3661574  -33077414.2656224  -33077414.2656224 IE: -6.9219453957  FE:  -6.9222130349
0.58        -33076126.8973638  -33077414.1232903  -33077414.1232903 IE: -6.9219436234  FE:  -6.9222130051
0.59        -33076109.7012279  -33077414.3674321  -33077414.3674321 IE: -6.9219400247  FE:  -6.9222130562
0.60        -33076085.7154306  -33077414.3649312  -33077414.3649312 IE: -6.9219350051  FE:  -6.9222130557
0.61        -33076057.7634594  -33077414.1144849  -33077414.1144849 IE: -6.9219291555  FE:  -6.9222130033
